session_id,kwh_total,debut,fin,heure_debut,heure_fin,duree_heures,jour_semaine,plateforme,distance_km,utilisateur_id,borne_id,site_id,type_site,prix_kwh_mad,prix_total_mad,ville,code_postal,latitude,longitude
7934936,0.09,0015-01-30 18:47:08,0015-01-30 18:49:04,18,18,0.032222222,Vendredi,android,,35897499,801274,976902,Parking public,1.51,0.14,Marrakech,40000,31.616973748411883,-7.964075704935485
7073357,12.14,0015-01-30 19:50:01,0015-01-30 21:58:04,19,21,2.134166667,Vendredi,android,,35897499,801274,976902,Parking public,3.11,37.76,Marrakech,40000,31.636211173683343,-7.977129158526496
3002716,11.74,0015-02-03 18:59:54,0015-02-03 21:53:04,18,21,2.886111111,Mardi,android,,35897499,280221,976902,Parking public,2.9,34.05,Oujda,60000,34.66506963163913,-1.9226333206473787
2995135,2.48,0015-02-12 16:17:52,0015-02-12 18:44:05,16,18,2.436944444,Jeudi,android,,35897499,236840,620906,Parking public,2.18,5.41,Rabat,10000,34.00842867891211,-6.832339479670437
5011218,4.65,0015-02-16 13:42:45,0015-02-16 15:13:05,13,15,1.505555556,Lundi,android,,35897499,250527,976902,Parking public,1.81,8.42,Rabat,10000,34.01288171059762,-6.857678909181471
8554662,6.29,0015-02-16 18:36:12,0015-02-16 21:43:05,18,21,3.114722222,Lundi,android,,35897499,207262,928191,Parking public,3.41,21.45,Fès,30000,34.03046419905302,-5.029437113235675
8052184,3.1,0015-02-19 15:43:20,0015-02-19 16:19:05,15,16,0.595833333,Jeudi,android,,35897499,728918,928191,Parking public,2.17,6.73,Rabat,10000,34.03801055768358,-6.825738796813814
6178541,20.95,0015-02-19 18:09:36,0015-02-19 21:49:06,18,21,3.658333333,Jeudi,android,,35897499,944575,928191,Parking public,1.69,35.41,Casablanca,20000,33.5550804269295,-7.58237541490816
8499802,8.26,0015-02-24 18:22:35,0015-02-24 21:50:13,18,21,3.460555556,Mardi,android,,35897499,944515,976902,Parking public,1.69,13.96,Rabat,10000,34.021754066304815,-6.825861842529942
8259939,17.95,0015-02-26 18:01:30,0015-02-26 21:34:07,18,21,3.543611111,Jeudi,android,,35897499,280221,976902,Parking public,3.19,57.26,Oujda,60000,34.692244874131724,-1.93906371899874
2032051,3.02,0015-02-28 20:51:30,0015-02-28 21:34:05,20,21,0.709722222,Samedi,android,,35897499,569889,461655,Parking public,2.71,8.18,Agadir,80000,30.4005870247632,-9.57787282233016
7357133,7.84,0015-03-03 16:35:54,0015-03-03 21:33:05,16,21,4.953055556,Mardi,android,,35897499,355208,976902,Parking public,3.11,24.38,Casablanca,20000,33.57955269111408,-7.582628427997822
6032746,0.88,0015-03-04 19:21:13,0015-03-04 19:42:04,19,19,0.3475,Mercredi,android,,35897499,920264,461655,Parking public,2.96,2.6,Marrakech,40000,31.609731447421236,-7.977296278957241
4072758,4.56,0015-03-04 19:46:25,0015-03-04 21:56:05,19,21,2.161111111,Mercredi,android,,35897499,280221,976902,Parking public,2.57,11.72,Oujda,60000,34.66060309557912,-1.903923157113128
6830717,2.11,0015-03-05 14:32:51,0015-03-05 16:02:05,14,16,1.487222222,Jeudi,android,,35897499,878706,461655,Parking public,3.45,7.28,Tanger,90000,35.7864331322352,-5.812134005187898
6455251,11.48,0015-03-05 19:49:11,0015-03-05 21:49:05,19,21,1.998333333,Jeudi,android,,35897499,944515,976902,Parking public,2.26,25.94,Rabat,10000,34.04883792198447,-6.836383809606465
5376208,10.52,0015-03-06 18:11:57,0015-03-06 21:53:05,18,21,3.685555556,Vendredi,android,,35897499,355208,976902,Parking public,2.6,27.35,Casablanca,20000,33.59160384088698,-7.584942977206709
2914893,9.61,0015-03-09 17:43:30,0015-03-09 20:45:11,17,20,3.028055556,Lundi,android,,35897499,250527,976902,Parking public,3.16,30.37,Rabat,10000,34.0091768261504,-6.8121592505760535
5224755,7.24,0015-03-12 17:39:53,0015-03-12 21:28:05,17,21,3.803333333,Jeudi,android,,35897499,355208,976902,Parking public,2.74,19.84,Casablanca,20000,33.54896032684038,-7.574396189975886
8450261,12.96,0015-03-13 12:16:44,0015-03-13 16:02:05,12,16,3.755833333,Vendredi,android,,35897499,280221,976902,Parking public,3.22,41.73,Oujda,60000,34.69775398159073,-1.9148623716729318
9731366,9.17,0015-03-16 17:37:01,0015-03-16 20:40:15,17,20,3.053888889,Lundi,android,,35897499,280221,976902,Parking public,2.65,24.3,Oujda,60000,34.68310914962438,-1.8989561799980244
9473434,19.01,0015-03-18 18:30:08,0015-03-18 21:49:04,18,21,3.315555556,Mercredi,android,,35897499,207262,928191,Parking public,2.91,55.32,Fès,30000,34.01042229409068,-5.006946171698493
2817985,0.04,0015-03-19 11:19:05,0015-03-19 11:21:05,11,11,0.033333333,Jeudi,android,,35897499,280221,976902,Parking public,1.59,0.06,Oujda,60000,34.68641061460668,-1.92766747225099
5820347,9.52,0015-03-19 17:40:19,0015-03-19 19:35:12,17,19,1.914722222,Jeudi,android,,35897499,738900,976902,Parking public,1.96,18.66,Fès,30000,34.00516331126691,-4.994488887386734
5338238,6.6,0015-03-20 12:20:47,0015-03-20 13:45:07,12,13,1.405555556,Vendredi,android,,35897499,738900,976902,Parking public,2.08,13.73,Fès,30000,34.05765922412473,-4.974609074113163
3192864,4.62,0015-03-23 17:14:59,0015-03-23 18:24:05,17,18,1.151666667,Lundi,android,,35897499,280221,976902,Parking public,1.66,7.67,Oujda,60000,34.672226798896006,-1.885651628799072
9813434,3.83,0015-03-26 11:02:58,0015-03-26 11:56:05,11,11,0.885277778,Jeudi,android,,35897499,405157,976902,Parking public,1.97,7.55,Fès,30000,34.04285133706124,-5.0097856833136705
6362922,1.07,0015-03-26 13:51:03,0015-03-26 14:13:05,13,14,0.367222222,Jeudi,android,,35897499,594591,461655,Parking public,1.7,1.82,Oujda,60000,34.67540266456537,-1.9097393520266983
3910417,7.32,0015-03-26 17:08:34,0015-03-26 18:40:12,17,18,1.527222222,Jeudi,android,,35897499,738900,976902,Parking public,2.06,15.08,Fès,30000,34.03430408127067,-5.0176018460858085
9537925,13.5,0015-03-27 12:48:06,0015-03-27 15:21:05,12,15,2.549722222,Vendredi,android,,35897499,801274,976902,Parking public,2.77,37.4,Marrakech,40000,31.632302616760597,-7.951362133430067
5688787,4.71,0015-03-27 16:47:37,0015-03-27 17:52:06,16,17,1.074722222,Vendredi,android,,35897499,250527,976902,Parking public,2.23,10.5,Rabat,10000,34.001991267331526,-6.812732925527923
2189714,5.58,0015-03-30 14:59:15,0015-03-30 16:14:05,14,16,1.247222222,Lundi,android,,35897499,405157,976902,Parking public,2.24,12.5,Fès,30000,34.06127507766587,-4.991329464217554
9009117,0.78,0015-03-30 16:27:37,0015-03-30 16:42:05,16,16,0.241111111,Lundi,android,,35897499,612116,461655,Parking public,1.92,1.5,Tanger,90000,35.77600796940167,-5.815735156419351
6241251,4.1,0015-03-31 16:42:17,0015-03-31 17:44:05,16,17,1.03,Mardi,android,,35897499,250527,976902,Parking public,2.03,8.32,Rabat,10000,34.04726993649385,-6.828693990322978
4027242,0.03,0015-04-01 17:02:50,0015-04-01 17:04:06,17,17,0.021111111,Mercredi,android,,35897499,250527,976902,Parking public,3.37,0.1,Rabat,10000,34.04458964102566,-6.836010506857631
1534730,16.2,0015-04-02 17:02:59,0015-04-02 19:59:04,17,19,2.934722222,Jeudi,android,,35897499,250527,976902,Parking public,2.8,45.36,Rabat,10000,34.026773998728665,-6.868399120180666
4970729,7.73,0015-04-06 17:03:01,0015-04-06 18:42:05,17,18,1.651111111,Lundi,android,,35897499,355208,976902,Parking public,2.72,21.03,Casablanca,20000,33.598412454101386,-7.59251413944684
5850084,7.04,0015-04-07 12:06:00,0015-04-07 14:40:07,12,14,2.568611111,Mardi,android,,35897499,355208,976902,Parking public,1.84,12.95,Casablanca,20000,33.54840955012311,-7.579312821869956
5503753,2.13,0015-04-07 17:30:24,0015-04-07 18:20:07,17,18,0.828611111,Mardi,android,,35897499,728918,928191,Parking public,2.96,6.3,Rabat,10000,34.00265897174515,-6.830948103166978
8356365,6.51,0015-04-08 12:30:53,0015-04-08 14:50:08,12,14,2.320833333,Mercredi,android,,35897499,549414,461655,Parking public,1.83,11.91,Tanger,90000,35.73221363733464,-5.841612642894656
7116934,6.67,0015-04-09 11:14:09,0015-04-09 15:19:05,11,15,4.082222222,Jeudi,android,,35897499,405157,976902,Parking public,2.26,15.07,Fès,30000,34.022619819845794,-4.973798480800518
4303750,5.47,0015-04-09 17:00:24,0015-04-09 18:58:05,17,18,1.961388889,Jeudi,android,,35897499,280221,976902,Parking public,3.48,19.04,Oujda,60000,34.68002063738137,-1.9313585780657931
7027707,7.71,0015-04-15 15:35:19,0015-04-15 19:17:05,15,19,3.696111111,Mercredi,android,,35897499,250527,976902,Parking public,2.78,21.43,Rabat,10000,34.007180941906434,-6.841578433227066
4268564,7.3,0015-04-20 17:29:12,0015-04-20 21:01:05,17,21,3.531388889,Lundi,android,,35897499,944575,928191,Parking public,2.61,19.05,Casablanca,20000,33.592824250549114,-7.578346961406951
7120657,7.88,0015-04-21 16:04:18,0015-04-21 19:26:06,16,19,3.363333333,Mardi,android,,35897499,738900,976902,Parking public,2.87,22.62,Fès,30000,34.02450519960161,-4.988471851646492
7620374,3.79,0015-04-22 11:36:23,0015-04-22 15:45:13,11,15,4.147222222,Mercredi,android,,35897499,738900,976902,Parking public,3.19,12.09,Fès,30000,34.01995607058124,-4.991381662593871
8539198,1.93,0015-04-22 16:24:12,0015-04-22 17:24:05,16,17,0.998055556,Mercredi,android,,35897499,207262,928191,Parking public,3.05,5.89,Fès,30000,34.03566176498949,-5.013782707192888
9402479,6.11,0015-04-27 16:22:52,0015-04-27 18:23:06,16,18,2.003888889,Lundi,android,,35897499,728918,928191,Parking public,1.96,11.98,Rabat,10000,33.99935545349848,-6.862227605878802
4904971,5.36,0015-04-28 17:04:52,0015-04-28 20:33:06,17,20,3.470555556,Mardi,android,,35897499,355208,976902,Parking public,1.56,8.36,Casablanca,20000,33.59123181884524,-7.581643580390398
9371693,11.36,0015-04-30 18:23:23,0015-04-30 20:42:06,18,20,2.311944444,Jeudi,android,,35897499,405157,976902,Parking public,2.13,24.2,Fès,30000,34.007573038620784,-4.994341873031634
9600945,5.07,0015-05-04 16:02:51,0015-05-04 19:23:06,16,19,3.3375,Lundi,android,,35897499,250527,976902,Parking public,2.04,10.34,Rabat,10000,34.05011321619603,-6.860838639382645
4047449,6.41,0015-05-05 14:24:22,0015-05-05 16:48:06,14,16,2.395555556,Mardi,android,,35897499,801274,976902,Parking public,1.92,12.31,Marrakech,40000,31.645834686157798,-7.968791651265766
8906717,5.49,0015-05-06 17:43:59,0015-05-06 20:42:15,17,20,2.971111111,Mercredi,android,,35897499,280221,976902,Parking public,3.39,18.61,Oujda,60000,34.66862294089205,-1.9140896804959806
2151745,11.0,0015-05-07 17:19:27,0015-05-07 19:13:07,17,19,1.894444444,Jeudi,android,,35897499,801274,976902,Parking public,3.25,35.75,Marrakech,40000,31.599831327027417,-7.971034364503811
3904382,5.49,0015-05-08 15:46:00,0015-05-08 18:34:06,15,18,2.801666667,Vendredi,android,,35897499,405157,976902,Parking public,2.13,11.69,Fès,30000,34.05202768570729,-4.980057975213791
6412124,2.46,0015-05-11 17:17:58,0015-05-11 18:06:07,17,18,0.8025,Lundi,android,,35897499,355208,976902,Parking public,2.81,6.91,Casablanca,20000,33.58551144063085,-7.609616294285385
9579135,14.18,0015-05-12 16:12:18,0015-05-12 20:10:10,16,20,3.964444444,Mardi,android,,35897499,405157,976902,Parking public,2.29,32.47,Fès,30000,34.046840430082455,-5.02915130792019
3526792,4.35,0015-05-13 15:43:16,0015-05-13 18:49:07,15,18,3.0975,Mercredi,android,,35897499,500856,976902,Parking public,3.33,14.49,Rabat,10000,34.03717622080116,-6.824853844816253
2103254,4.87,0015-05-14 17:13:21,0015-05-14 18:05:16,17,18,0.865277778,Jeudi,android,,35897499,801274,976902,Parking public,2.42,11.79,Marrakech,40000,31.603942679104044,-7.974518154490843
8767465,20.02,0015-05-15 15:38:29,0015-05-15 19:15:07,15,19,3.610555556,Vendredi,android,,35897499,944515,976902,Parking public,2.03,40.64,Rabat,10000,34.01240794371265,-6.829621625822672
4927630,8.82,0015-05-18 16:50:00,0015-05-18 20:23:06,16,20,3.551666667,Lundi,android,,35897499,280221,976902,Parking public,1.99,17.55,Oujda,60000,34.66365214357151,-1.8911107015006814
3661095,12.09,0015-05-20 16:53:36,0015-05-20 20:36:06,16,20,3.708333333,Mercredi,android,,35897499,944515,976902,Parking public,2.62,31.68,Rabat,10000,34.042686205552535,-6.82343134391053
8681532,11.81,0015-05-21 17:04:38,0015-05-21 19:10:13,17,19,2.093055556,Jeudi,android,,35897499,280221,976902,Parking public,2.03,23.97,Oujda,60000,34.69409788760966,-1.8837447911842704
2847811,13.6,0015-05-22 17:37:14,0015-05-22 20:18:07,17,20,2.681388889,Vendredi,android,,35897499,944515,976902,Parking public,2.67,36.31,Rabat,10000,34.010753881491155,-6.8394438952688725
1779780,16.41,0015-05-26 16:45:31,0015-05-26 20:32:06,16,20,3.776388889,Mardi,android,,35897499,250527,976902,Parking public,3.3,54.15,Rabat,10000,33.99471350101716,-6.842290262040406
9038095,11.4,0015-05-27 16:59:50,0015-05-27 21:26:06,16,21,4.437777778,Mercredi,android,,35897499,250527,976902,Parking public,2.3,26.22,Rabat,10000,34.009558939302934,-6.847486768006556
6839807,14.09,0015-05-28 11:38:31,0015-05-28 15:17:06,11,15,3.643055556,Jeudi,android,,35897499,280221,976902,Parking public,1.94,27.33,Oujda,60000,34.676210999321604,-1.9321785374293476
7513206,4.97,0015-05-28 17:07:38,0015-05-28 18:01:07,17,18,0.891388889,Jeudi,android,,35897499,425476,928191,Parking public,3.5,17.4,Tanger,90000,35.77327637070029,-5.8296435660270784
9651531,5.21,0015-05-29 12:31:20,0015-05-29 14:10:07,12,14,1.646388889,Vendredi,android,,35897499,250527,976902,Parking public,2.52,13.13,Rabat,10000,34.02915344828131,-6.854979248540441
9066880,6.93,0015-06-01 16:50:41,0015-06-01 20:14:05,16,20,3.39,Lundi,android,,35897499,280221,976902,Parking public,1.68,11.64,Oujda,60000,34.70993276455458,-1.8861215492672214
4023183,9.75,0015-06-02 17:31:18,0015-06-02 20:34:05,17,20,3.046388889,Mardi,android,,35897499,738900,976902,Parking public,1.59,15.5,Fès,30000,34.03143289550972,-4.995308551743374
1667896,8.1,0015-06-03 15:53:48,0015-06-03 17:26:06,15,17,1.538333333,Mercredi,android,,35897499,738900,976902,Parking public,1.72,13.93,Fès,30000,34.0102756547563,-4.994729589169514
4907994,14.53,0015-06-04 11:27:41,0015-06-04 15:09:05,11,15,3.69,Jeudi,android,,35897499,801274,976902,Parking public,2.75,39.96,Marrakech,40000,31.64229468723338,-7.989804520347379
8544912,1.66,0015-06-04 16:58:16,0015-06-04 17:17:05,16,17,0.313611111,Jeudi,android,,35897499,728918,928191,Parking public,3.08,5.11,Rabat,10000,34.03654710291701,-6.868480638881337
4339735,6.78,0015-06-05 12:39:13,0015-06-05 15:53:06,12,15,3.231388889,Vendredi,android,,35897499,738900,976902,Parking public,2.34,15.87,Fès,30000,34.03677663185417,-5.028395374077621
7670282,1.37,0015-06-05 17:26:08,0015-06-05 19:22:06,17,19,1.932777778,Vendredi,android,,35897499,728918,928191,Parking public,1.63,2.23,Rabat,10000,34.03715803079727,-6.846199891350808
2534249,6.79,0015-06-09 17:13:12,0015-06-09 20:12:05,17,20,2.981388889,Mardi,android,,35897499,280221,976902,Parking public,2.26,15.35,Oujda,60000,34.686327735781866,-1.9363260773141657
2892603,0.0,0015-06-10 16:55:42,0015-06-10 17:08:14,16,17,0.208888889,Mercredi,android,,35897499,405157,976902,Parking public,3.49,0.0,Fès,30000,34.03446396976292,-4.9938891826675915
2451809,4.96,0015-06-10 17:00:00,0015-06-10 20:11:07,17,20,3.185277778,Mercredi,android,,35897499,250527,976902,Parking public,2.56,12.7,Rabat,10000,34.01655246110151,-6.81874161966162
1986587,3.87,0015-06-11 14:42:32,0015-06-11 17:08:06,14,17,2.426111111,Jeudi,android,,35897499,250527,976902,Parking public,3.44,13.31,Rabat,10000,33.99242514760464,-6.818625111008877
5345683,6.67,0015-06-12 12:40:47,0015-06-12 16:29:05,12,16,3.805,Vendredi,android,,35897499,801274,976902,Parking public,3.22,21.48,Marrakech,40000,31.6059734856196,-7.971557275392065
2211634,6.63,0015-06-15 17:12:17,0015-06-15 20:49:05,17,20,3.613333333,Lundi,android,,35897499,944515,976902,Parking public,1.52,10.08,Rabat,10000,33.9927857511412,-6.858926090111624
1119614,3.72,0015-06-16 11:25:08,0015-06-16 15:28:06,11,15,4.049444444,Mardi,android,,35897499,280221,976902,Parking public,2.94,10.94,Oujda,60000,34.69488462467583,-1.8896201901184677
8689860,4.37,0015-06-17 17:29:46,0015-06-17 21:17:06,17,21,3.788888889,Mercredi,android,,35897499,944515,976902,Parking public,2.86,12.5,Rabat,10000,34.00976135886458,-6.8184343938812075
5481838,6.78,0015-06-18 13:03:00,0015-06-18 15:38:06,13,15,2.585,Jeudi,android,,35897499,612116,461655,Parking public,2.57,17.42,Tanger,90000,35.76001424146988,-5.852200784902822
5187868,6.21,0015-06-19 16:32:29,0015-06-19 18:40:09,16,18,2.127777778,Vendredi,android,,35897499,207262,928191,Parking public,2.03,12.61,Fès,30000,34.057553988435565,-4.986054434853759
7546366,4.45,0015-06-22 15:14:41,0015-06-22 17:43:06,15,17,2.473611111,Lundi,android,,35897499,801274,976902,Parking public,2.78,12.37,Marrakech,40000,31.614457533748933,-7.993908827064372
5407577,4.59,0015-06-23 17:02:56,0015-06-23 20:42:06,17,20,3.652777778,Mardi,android,,35897499,280221,976902,Parking public,1.72,7.89,Oujda,60000,34.68132297538214,-1.8932415812588241
1634517,7.39,0015-06-24 17:44:27,0015-06-24 20:17:07,17,20,2.544444444,Mercredi,android,,35897499,405157,976902,Parking public,2.37,17.51,Fès,30000,34.04843306831258,-4.970465726005784
7511668,3.84,0015-06-25 11:21:53,0015-06-25 15:10:12,11,15,3.805277778,Jeudi,android,,35897499,280221,976902,Parking public,2.41,9.25,Oujda,60000,34.6704278899295,-1.9395984396802364
2225529,3.48,0015-07-13 18:21:24,0015-07-13 19:36:05,18,19,1.244722222,Lundi,android,,35897499,944575,928191,Parking public,3.41,11.87,Casablanca,20000,33.54771879458973,-7.565958048052544
2719439,4.38,0015-07-14 13:56:59,0015-07-14 16:30:06,13,16,2.551944444,Mardi,android,,35897499,728918,928191,Parking public,3.25,14.24,Rabat,10000,34.008285087174826,-6.834242167984081
6475803,4.92,0015-07-15 16:25:24,0015-07-15 18:34:05,16,18,2.144722222,Mercredi,android,,35897499,738900,976902,Parking public,2.03,9.99,Fès,30000,34.01277327723524,-4.971897042850111
7314718,4.72,0015-07-16 16:29:14,0015-07-16 20:22:07,16,20,3.881388889,Jeudi,android,,35897499,738900,976902,Parking public,2.5,11.8,Fès,30000,34.05888185914055,-5.002399428948414
8726154,6.5,0015-07-17 17:12:09,0015-07-17 19:52:06,17,19,2.665833333,Vendredi,android,,35897499,405157,976902,Parking public,1.86,12.09,Fès,30000,34.05158722277386,-4.9794567241657175
9884932,4.08,0015-07-20 14:57:02,0015-07-20 16:25:08,14,16,1.468333333,Lundi,android,,35897499,355208,976902,Parking public,3.33,13.59,Casablanca,20000,33.581104225390625,-7.616056355884104
2725835,0.76,0015-07-21 16:12:17,0015-07-21 16:28:06,16,16,0.263611111,Mardi,android,,35897499,405157,976902,Parking public,3.24,2.46,Fès,30000,34.05538763541126,-5.010183256995303
9251926,4.6,0015-07-21 16:55:48,0015-07-21 20:42:06,16,20,3.771666667,Mardi,android,,35897499,405157,976902,Parking public,2.1,9.66,Fès,30000,34.05132032461395,-5.026279007734928
7848461,4.35,0015-07-22 16:45:58,0015-07-22 20:45:11,16,20,3.986944444,Mercredi,android,,35897499,801274,976902,Parking public,2.78,12.09,Marrakech,40000,31.61069420353316,-7.952579411991255
2450078,5.25,0015-07-23 12:06:33,0015-07-23 14:38:08,12,14,2.526388889,Jeudi,android,,35897499,728918,928191,Parking public,2.72,14.28,Rabat,10000,34.0444535399094,-6.82258156556369
8294063,4.14,0015-07-23 18:16:21,0015-07-23 20:27:05,18,20,2.178888889,Jeudi,android,,35897499,236379,928191,Parking public,1.81,7.49,Oujda,60000,34.689060534514944,-1.8902471547252417
8369555,6.59,0015-07-24 16:23:28,0015-07-24 20:07:06,16,20,3.727222222,Vendredi,android,,35897499,738900,976902,Parking public,3.03,19.97,Fès,30000,34.05154640930984,-4.974022086113966
7946065,7.11,0015-07-27 17:10:59,0015-07-27 19:31:06,17,19,2.335277778,Lundi,android,,35897499,944515,976902,Parking public,2.58,18.34,Rabat,10000,34.04466547799541,-6.866493790832813
2860677,4.17,0015-07-28 16:14:44,0015-07-28 17:36:07,16,17,1.356388889,Mardi,android,,35897499,405157,976902,Parking public,3.06,12.76,Fès,30000,34.02218020849831,-5.0071641444492005
5319961,4.77,0015-07-30 17:37:48,0015-07-30 20:24:06,17,20,2.771666667,Jeudi,android,,35897499,355208,976902,Parking public,2.56,12.21,Casablanca,20000,33.54970311547166,-7.6155379066573605
8693478,7.47,0015-08-03 17:18:13,0015-08-03 20:48:06,17,20,3.498055556,Lundi,android,,35897499,250527,976902,Parking public,1.5,11.2,Rabat,10000,34.00457610975251,-6.858952413906998
9401194,5.64,0015-08-04 14:28:13,0015-08-04 17:54:06,14,17,3.431388889,Mardi,android,,35897499,728918,928191,Parking public,2.15,12.13,Rabat,10000,34.016526467317576,-6.85783805337774
6864613,4.0,0015-08-05 16:24:33,0015-08-05 18:59:05,16,18,2.575555556,Mercredi,android,,35897499,738900,976902,Parking public,1.54,6.16,Fès,30000,34.052180885955345,-5.002153567337145
6383107,3.93,0015-08-06 11:15:16,0015-08-06 15:14:06,11,15,3.980555556,Jeudi,android,,35897499,134427,620906,Parking public,3.36,13.2,Oujda,60000,34.70834383499538,-1.9252862699527815
7109071,7.01,0015-08-06 17:13:41,0015-08-06 20:40:07,17,20,3.440555556,Jeudi,android,,35897499,250527,976902,Parking public,3.26,22.85,Rabat,10000,33.99131712783187,-6.865541313590934
5544644,6.4,0015-08-07 12:31:59,0015-08-07 16:09:06,12,16,3.618611111,Vendredi,android,,35897499,280221,976902,Parking public,3.16,20.22,Oujda,60000,34.68734483815466,-1.9313505346543536
8796946,1.02,0015-08-07 16:52:41,0015-08-07 20:56:06,16,20,4.056944444,Vendredi,android,,35897499,944575,928191,Parking public,2.12,2.16,Casablanca,20000,33.56814466018892,-7.610963466186875
7932903,7.12,0015-08-10 16:25:07,0015-08-10 20:24:08,16,20,3.983611111,Lundi,android,,35897499,944515,976902,Parking public,1.62,11.53,Rabat,10000,34.00422646862824,-6.813215392125262
5511788,1.2,0015-08-12 15:14:02,0015-08-12 15:38:07,15,15,0.401388889,Mercredi,android,,35897499,355208,976902,Parking public,3.26,3.91,Casablanca,20000,33.55029192204002,-7.574242449584892
2177313,3.01,0015-08-12 15:42:45,0015-08-12 16:42:07,15,16,0.989444444,Mercredi,android,,35897499,728918,928191,Parking public,3.39,10.2,Rabat,10000,34.011156910284214,-6.813534312083826
4155559,3.79,0015-08-13 11:08:47,0015-08-13 13:43:06,11,13,2.571944444,Jeudi,android,,35897499,355208,976902,Parking public,1.67,6.33,Casablanca,20000,33.59967458223475,-7.593415570809526
7684218,7.29,0015-08-13 17:16:32,0015-08-13 20:52:06,17,20,3.592777778,Jeudi,android,,35897499,728918,928191,Parking public,2.47,18.01,Rabat,10000,34.01029217592124,-6.85489789110024
