borne_id,heure,jour_semaine,est_weekend,est_heure_pointe,mois,energie_kwh,occupee
9,1,2,0,0,12,0.0,0
80,8,2,0,1,7,0.0,0
96,21,0,0,0,1,0.0,0
82,7,1,0,1,1,0.0,0
73,19,2,0,1,2,0.0,0
35,7,5,1,1,4,0.0,0
66,5,4,0,0,8,0.0,0
97,0,6,1,0,1,0.0,0
102,6,5,1,0,11,0.0,0
72,14,1,0,0,1,0.0,0
20,17,5,1,1,12,0.0,0
24,5,1,0,0,4,0.0,0
66,6,2,0,0,8,0.0,0
39,14,3,0,0,12,0.0,0
78,11,5,1,0,11,0.0,0
60,12,1,0,0,1,0.0,0
57,1,4,0,0,2,0.0,0
51,22,1,0,0,11,0.0,0
50,20,3,0,1,3,0.0,0
99,4,6,1,0,3,0.0,0
85,9,4,0,1,6,0.0,0
28,22,1,0,0,12,0.0,0
46,17,0,0,1,9,0.0,0
24,3,2,0,0,10,0.0,0
11,4,2,0,0,5,0.0,0
70,18,2,0,1,8,0.0,0
60,19,1,0,1,3,0.0,0
81,0,4,0,0,12,0.0,0
50,0,5,1,0,1,0.0,0
42,18,0,0,1,7,0.0,0
14,11,6,1,0,2,0.0,0
53,21,1,0,0,7,0.0,0
67,0,5,1,0,2,0.0,0
12,6,2,0,0,8,0.0,0
17,21,6,1,0,7,0.0,0
95,1,1,0,0,3,0.0,0
70,18,0,0,1,4,0.0,0
59,4,5,1,0,10,0.0,0
80,0,1,0,0,6,0.0,0
78,18,4,0,1,10,0.0,0
43,20,6,1,1,9,0.0,0
30,15,4,0,0,6,0.0,0
61,18,6,1,1,7,0.0,0
76,3,2,0,0,1,0.0,0
101,15,5,1,0,3,0.0,0
74,10,3,0,0,1,0.0,0
47,18,3,0,1,5,0.0,0
91,15,1,0,0,7,0.0,0
26,13,1,0,0,4,0.0,0
102,14,1,0,0,12,0.0,0
74,12,6,1,0,6,0.0,0
6,10,1,0,0,10,0.0,0
90,17,0,0,1,2,0.0,0
44,15,3,0,0,1,0.0,0
79,23,5,1,0,12,0.0,0
3,2,6,1,0,1,0.0,0
85,1,2,0,0,4,0.0,0
24,19,3,0,1,5,0.0,0
40,2,6,1,0,4,0.0,0
93,12,0,0,0,5,0.0,0
7,11,6,1,0,1,0.0,0
67,23,2,0,0,7,0.0,0
17,4,6,1,0,9,0.0,0
101,13,2,0,0,4,0.0,0
70,3,2,0,0,7,0.0,0
28,7,1,0,1,3,0.0,0
88,19,1,0,1,7,0.0,0
85,1,1,0,0,6,0.0,0
54,1,1,0,0,10,0.0,0
85,6,3,0,0,9,0.0,0
45,15,3,0,0,12,0.0,0
65,10,4,0,0,9,0.0,0
20,12,4,0,0,4,0.0,0
1,5,2,0,0,8,0.0,0
31,17,4,0,1,11,0.0,0
80,15,6,1,0,10,0.0,0
57,1,2,0,0,11,0.0,0
69,3,5,1,0,12,0.0,0
15,6,2,0,0,11,0.0,0
89,16,3,0,0,11,0.0,0
59,8,1,0,1,2,0.0,0
101,10,6,1,0,3,0.0,0
30,15,3,0,0,7,0.0,0
6,14,2,0,0,11,0.0,0
25,12,1,0,0,10,0.0,0
98,11,6,1,0,6,0.0,0
76,7,2,0,1,9,0.0,0
32,16,0,0,0,11,0.0,0
66,20,1,0,1,2,0.0,0
48,15,3,0,0,7,0.0,0
91,3,2,0,0,2,0.0,0
51,19,5,1,1,8,0.0,0
83,1,0,0,0,12,0.0,0
54,19,5,1,1,11,0.0,0
65,5,0,0,0,10,0.0,0
83,2,0,0,0,2,0.0,0
14,21,0,0,0,8,0.0,0
68,18,3,0,1,10,0.0,0
73,13,6,1,0,5,0.0,0
8,11,0,0,0,6,0.0,0
26,4,1,0,0,12,0.0,0
67,23,4,0,0,4,0.0,0
74,10,5,1,0,10,0.0,0
25,1,1,0,0,7,0.0,0
98,4,1,0,0,6,0.0,0
65,3,5,1,0,7,0.0,0
38,11,1,0,0,7,0.0,0
97,3,5,1,0,5,0.0,0
90,5,1,0,0,10,0.0,0
3,9,1,0,1,4,0.0,0
23,13,5,1,0,8,0.0,0
19,1,5,1,0,11,0.0,0
21,2,6,1,0,9,0.0,0
29,4,4,0,0,1,0.0,0
62,3,5,1,0,4,0.0,0
25,22,1,0,0,2,0.0,0
12,0,5,1,0,5,0.0,0
86,20,0,0,1,1,0.0,0
28,17,2,0,1,6,0.0,0
99,3,1,0,0,7,0.0,0
19,3,0,0,0,7,0.0,0
49,16,5,1,0,11,0.0,0
89,10,0,0,0,11,0.0,0
14,2,4,0,0,2,0.0,0
43,22,5,1,0,9,0.0,0
38,12,3,0,0,12,0.0,0
74,7,1,0,1,9,0.0,0
22,19,5,1,1,2,0.0,0
56,3,5,1,0,1,0.0,0
28,2,1,0,0,1,0.0,0
47,19,6,1,1,9,0.0,0
91,8,4,0,1,9,0.0,0
10,23,3,0,0,8,0.0,0
102,1,3,0,0,9,0.0,0
74,14,0,0,0,9,0.0,0
25,5,0,0,0,12,0.0,0
52,12,6,1,0,5,0.0,0
92,18,0,0,1,4,0.0,0
81,21,6,1,0,3,0.0,0
58,9,5,1,1,5,0.0,0
53,21,1,0,0,8,0.0,0
59,4,3,0,0,3,0.0,0
18,19,5,1,1,6,0.0,0
69,0,1,0,0,8,0.0,0
17,21,4,0,0,11,0.0,0
94,20,4,0,1,1,0.0,0
56,18,5,1,1,11,0.0,0
26,8,4,0,1,3,0.0,0
53,11,6,1,0,4,0.0,0
9,1,5,1,0,6,0.0,0
28,5,4,0,0,1,0.0,0
96,18,5,1,1,7,0.0,0
43,5,3,0,0,2,0.0,0
92,18,0,0,1,11,0.0,0
38,2,3,0,0,1,0.0,0
70,22,6,1,0,12,0.0,0
102,13,0,0,0,5,0.0,0
27,14,6,1,0,2,0.0,0
98,4,3,0,0,10,0.0,0
47,5,2,0,0,7,0.0,0
83,6,2,0,0,6,0.0,0
82,22,1,0,0,12,0.0,0
12,22,2,0,0,7,0.0,0
82,0,5,1,0,10,0.0,0
96,8,0,0,1,11,0.0,0
45,6,5,1,0,1,0.0,0
89,2,3,0,0,3,0.0,0
35,22,4,0,0,7,0.0,0
50,15,4,0,0,5,0.0,0
82,23,6,1,0,10,0.0,0
20,21,1,0,0,11,0.0,0
82,11,4,0,0,5,0.0,0
56,2,6,1,0,1,0.0,0
31,10,2,0,0,8,0.0,0
30,4,1,0,0,6,0.0,0
13,16,2,0,0,4,3.02,1
81,0,4,0,0,4,0.0,0
63,4,3,0,0,8,0.0,0
66,15,3,0,0,10,0.0,0
72,16,0,0,0,1,0.0,0
78,1,5,1,0,2,0.0,0
25,11,5,1,0,7,0.0,0
48,14,0,0,0,1,0.0,0
13,12,3,0,0,5,0.0,0
68,23,4,0,0,6,0.0,0
27,4,4,0,0,1,0.0,0
3,19,4,0,1,6,0.0,0
72,13,4,0,0,6,0.0,0
86,3,6,1,0,9,0.0,0
26,6,5,1,0,5,0.0,0
68,10,6,1,0,4,0.0,0
15,0,1,0,0,9,0.0,0
45,1,5,1,0,8,0.0,0
83,14,3,0,0,10,0.0,0
102,18,0,0,1,10,0.0,0
39,18,1,0,1,4,0.0,0
27,11,0,0,0,2,0.0,0
68,5,1,0,0,8,0.0,0
41,10,1,0,0,1,0.0,0
43,14,1,0,0,7,0.0,0
81,15,2,0,0,11,0.0,0
79,3,4,0,0,12,0.0,0
3,7,3,0,1,6,0.0,0
71,0,5,1,0,2,0.0,0
43,7,1,0,1,12,0.0,0
76,16,6,1,0,6,0.0,0
56,17,3,0,1,7,0.0,0
84,0,1,0,0,7,0.0,0
96,15,0,0,0,8,0.0,0
98,5,6,1,0,10,0.0,0
77,8,1,0,1,8,0.0,0
13,11,2,0,0,9,0.0,0
2,22,4,0,0,7,0.0,0
85,8,1,0,1,9,0.0,0
13,15,0,0,0,10,0.0,0
74,20,1,0,1,4,0.0,0
85,19,4,0,1,7,0.0,0
24,8,4,0,1,10,0.0,0
22,0,3,0,0,10,0.0,0
57,11,1,0,0,8,0.0,0
47,15,0,0,0,2,0.0,0
35,12,4,0,0,9,0.0,0
1,13,3,0,0,2,0.0,0
37,19,3,0,1,11,0.0,0
70,4,3,0,0,6,0.0,0
90,21,3,0,0,8,0.0,0
92,16,0,0,0,1,0.0,0
80,18,5,1,1,10,0.0,0
45,3,3,0,0,4,0.0,0
87,3,0,0,0,11,0.0,0
1,8,3,0,1,4,0.0,0
96,17,4,0,1,5,0.0,0
95,22,5,1,0,8,0.0,0
9,16,1,0,0,12,0.0,0
54,7,1,0,1,3,0.0,0
102,4,5,1,0,11,0.0,0
97,23,5,1,0,3,0.0,0
52,20,2,0,1,4,0.0,0
30,17,1,0,1,10,0.0,0
30,15,6,1,0,5,0.0,0
22,11,1,0,0,1,0.0,0
39,1,1,0,0,10,0.0,0
96,12,6,1,0,5,0.0,0
60,23,4,0,0,5,0.0,0
98,1,1,0,0,10,0.0,0
23,5,0,0,0,7,0.0,0
55,11,4,0,0,5,0.0,0
78,23,4,0,0,7,0.0,0
61,5,5,1,0,12,0.0,0
92,14,3,0,0,3,0.0,0
74,0,0,0,0,4,0.0,0
88,0,2,0,0,8,0.0,0
64,7,1,0,1,2,0.0,0
82,11,6,1,0,4,0.0,0
26,2,3,0,0,8,0.0,0
2,4,2,0,0,11,0.0,0
45,15,4,0,0,3,0.0,0
64,17,3,0,1,2,0.0,0
20,7,3,0,1,7,0.0,0
83,15,3,0,0,1,0.0,0
78,10,5,1,0,9,0.0,0
95,21,3,0,0,1,0.0,0
33,12,6,1,0,2,0.0,0
95,0,4,0,0,6,0.0,0
21,13,2,0,0,2,6.11,1
19,19,3,0,1,6,0.0,0
100,8,0,0,1,10,0.0,0
92,17,5,1,1,4,0.0,0
51,14,6,1,0,11,0.0,0
4,4,6,1,0,10,0.0,0
37,13,4,0,0,7,0.0,0
85,2,6,1,0,4,0.0,0
59,22,6,1,0,2,0.0,0
13,0,5,1,0,6,0.0,0
47,18,4,0,1,4,0.0,0
80,21,6,1,0,7,0.0,0
1,12,6,1,0,10,0.0,0
71,8,0,0,1,7,0.0,0
29,6,4,0,0,2,0.0,0
97,0,5,1,0,6,0.0,0
50,10,0,0,0,1,0.0,0
42,5,5,1,0,8,0.0,0
18,12,4,0,0,12,0.0,0
45,0,0,0,0,7,0.0,0
85,6,1,0,0,5,0.0,0
5,18,0,0,1,4,0.0,0
29,17,4,0,1,11,0.0,0
41,10,4,0,0,6,0.0,0
40,9,3,0,1,2,0.0,0
45,17,2,0,1,6,6.71,1
87,5,2,0,0,4,0.0,0
45,5,5,1,0,2,0.0,0
28,21,3,0,0,12,0.0,0
23,23,2,0,0,8,0.0,0
38,19,0,0,1,8,0.0,0
38,10,2,0,0,10,0.0,0
3,5,0,0,0,10,0.0,0
41,18,6,1,1,8,0.0,0
20,8,4,0,1,12,0.0,0
55,20,2,0,1,6,0.0,0
56,1,5,1,0,9,0.0,0
85,3,5,1,0,4,0.0,0
38,0,6,1,0,6,0.0,0
77,23,2,0,0,4,0.0,0
92,12,0,0,0,11,0.0,0
30,14,3,0,0,7,0.0,0
37,20,6,1,1,4,0.0,0
94,21,5,1,0,3,0.0,0
45,14,2,0,0,3,0.0,0
45,6,3,0,0,11,0.0,0
100,23,6,1,0,8,0.0,0
89,18,3,0,1,7,0.0,0
32,8,0,0,1,11,0.0,0
100,5,3,0,0,6,0.0,0
72,22,6,1,0,3,0.0,0
6,11,2,0,0,5,0.66,1
42,23,0,0,0,7,0.0,0
70,19,0,0,1,8,0.0,0
87,15,6,1,0,6,0.0,0
95,6,2,0,0,11,0.0,0
11,7,1,0,1,5,0.0,0
54,8,5,1,1,9,0.0,0
87,9,6,1,1,11,0.0,0
84,10,3,0,0,2,0.0,0
6,23,3,0,0,9,0.0,0
75,7,0,0,1,6,0.0,0
33,17,2,0,1,4,0.0,0
36,21,2,0,0,11,0.0,0
5,20,1,0,1,2,0.0,0
51,9,3,0,1,3,0.0,0
67,18,3,0,1,12,0.0,0
18,9,6,1,1,11,0.0,0
9,8,6,1,1,6,0.0,0
56,12,1,0,0,7,0.0,0
11,17,5,1,1,2,0.0,0
59,4,3,0,0,7,0.0,0
62,2,3,0,0,8,0.0,0
11,2,1,0,0,2,0.0,0
61,4,5,1,0,12,0.0,0
71,12,3,0,0,5,0.0,0
53,22,5,1,0,9,0.0,0
85,16,4,0,0,6,0.0,0
87,1,6,1,0,5,0.0,0
63,14,2,0,0,6,0.0,0
56,17,4,0,1,2,0.0,0
61,5,0,0,0,12,0.0,0
44,6,5,1,0,2,0.0,0
71,5,0,0,0,8,0.0,0
3,1,2,0,0,5,0.0,0
59,23,0,0,0,12,0.0,0
68,1,3,0,0,2,0.0,0
93,0,0,0,0,8,0.0,0
100,5,0,0,0,2,0.0,0
90,1,1,0,0,1,0.0,0
16,11,3,0,0,4,0.0,0
41,1,2,0,0,8,0.0,0
48,18,4,0,1,9,0.0,0
98,0,5,1,0,4,0.0,0
84,11,4,0,0,1,0.0,0
21,10,0,0,0,5,0.0,0
54,7,3,0,1,8,0.0,0
47,22,0,0,0,4,0.0,0
39,9,3,0,1,5,0.0,0
101,2,0,0,0,9,0.0,0
33,16,3,0,0,5,0.0,0
26,3,0,0,0,8,0.0,0
40,11,6,1,0,9,0.0,0
52,19,4,0,1,9,0.0,0
88,1,5,1,0,1,0.0,0
30,8,5,1,1,6,0.0,0
12,19,1,0,1,6,0.0,0
18,11,1,0,0,3,0.0,0
33,13,1,0,0,2,0.0,0
69,23,4,0,0,5,0.0,0
79,7,2,0,1,9,0.0,0
12,4,3,0,0,11,0.0,0
58,0,4,0,0,10,0.0,0
89,2,0,0,0,1,0.0,0
57,21,3,0,0,4,0.0,0
70,12,0,0,0,2,0.0,0
55,2,5,1,0,7,0.0,0
20,16,2,0,0,12,0.0,0
97,18,3,0,1,9,0.0,0
18,16,0,0,0,2,0.0,0
87,22,3,0,0,9,0.0,0
81,6,5,1,0,12,0.0,0
37,9,2,0,1,1,0.0,0
34,21,6,1,0,3,0.0,0
36,3,1,0,0,8,0.0,0
50,12,1,0,0,2,0.0,0
74,2,2,0,0,1,0.0,0
50,4,2,0,0,2,0.0,0
57,9,5,1,1,7,0.0,0
7,4,5,1,0,10,0.0,0
13,23,0,0,0,8,0.0,0
95,21,3,0,0,8,0.0,0
69,20,6,1,1,7,0.0,0
99,7,0,0,1,3,0.0,0
101,2,4,0,0,5,0.0,0
59,12,5,1,0,2,0.0,0
42,4,6,1,0,4,0.0,0
99,12,2,0,0,9,0.0,0
82,19,0,0,1,1,0.0,0
54,19,0,0,1,11,0.0,0
81,18,2,0,1,4,0.0,0
72,21,6,1,0,12,0.0,0
15,7,4,0,1,5,0.0,0
54,19,0,0,1,8,0.0,0
39,7,4,0,1,5,0.0,0
28,19,6,1,1,4,0.0,0
69,1,1,0,0,7,0.0,0
38,16,6,1,0,6,0.0,0
16,23,3,0,0,12,0.0,0
58,7,3,0,1,9,0.0,0
102,8,5,1,1,8,0.0,0
89,20,6,1,1,2,0.0,0
87,16,6,1,0,1,0.0,0
36,10,4,0,0,2,0.0,0
101,18,5,1,1,4,0.0,0
5,15,2,0,0,5,0.0,0
63,1,5,1,0,7,0.0,0
90,0,6,1,0,10,0.0,0
66,17,5,1,1,9,0.0,0
58,3,3,0,0,10,0.0,0
15,19,2,0,1,6,0.0,0
74,17,5,1,1,7,0.0,0
16,14,2,0,0,10,0.0,0
94,14,3,0,0,2,0.0,0
5,14,5,1,0,5,0.0,0
36,0,4,0,0,11,0.0,0
89,2,5,1,0,12,0.0,0
84,2,2,0,0,7,0.0,0
63,20,5,1,1,12,0.0,0
1,7,0,0,1,6,0.0,0
45,23,5,1,0,12,0.0,0
72,5,2,0,0,9,0.0,0
101,10,6,1,0,9,0.0,0
82,13,1,0,0,9,0.0,0
58,15,2,0,0,3,0.0,0
20,19,3,0,1,10,0.0,0
73,1,5,1,0,2,0.0,0
68,4,0,0,0,6,0.0,0
100,5,5,1,0,12,0.0,0
50,18,1,0,1,1,0.0,0
43,6,0,0,0,2,0.0,0
25,14,4,0,0,10,0.0,0
87,20,6,1,1,9,0.0,0
30,8,0,0,1,10,0.0,0
16,5,2,0,0,8,0.0,0
17,15,5,1,0,3,0.0,0
16,22,5,1,0,8,0.0,0
61,0,5,1,0,2,0.0,0
12,18,5,1,1,9,0.0,0
101,23,6,1,0,11,0.0,0
3,7,3,0,1,12,0.0,0
42,11,2,0,0,6,0.0,0
34,1,6,1,0,10,0.0,0
95,15,4,0,0,12,0.0,0
8,4,3,0,0,2,0.0,0
46,19,2,0,1,3,0.0,0
37,6,3,0,0,2,0.0,0
65,3,0,0,0,1,0.0,0
30,14,1,0,0,1,0.0,0
8,9,1,0,1,9,0.0,0
67,16,0,0,0,12,0.0,0
24,20,1,0,1,2,0.0,0
25,17,2,0,1,7,0.0,0
22,18,3,0,1,1,0.0,0
24,9,2,0,1,7,0.0,0
53,10,1,0,0,1,0.0,0
91,17,2,0,1,4,0.0,0
55,11,5,1,0,8,0.0,0
50,13,2,0,0,11,0.0,0
99,12,1,0,0,3,0.0,0
40,17,1,0,1,3,0.0,0
24,8,3,0,1,4,0.0,0
95,16,4,0,0,2,0.0,0
59,9,2,0,1,8,0.0,0
93,6,1,0,0,9,0.0,0
91,22,3,0,0,6,0.0,0
36,7,4,0,1,8,0.0,0
6,6,2,0,0,10,0.0,0
72,14,5,1,0,6,0.0,0
24,4,5,1,0,7,0.0,0
28,20,6,1,1,2,0.0,0
98,22,4,0,0,8,0.0,0
84,20,1,0,1,5,0.0,0
96,9,6,1,1,1,0.0,0
5,2,4,0,0,9,0.0,0
54,8,1,0,1,9,0.0,0
97,20,2,0,1,11,0.0,0
100,19,3,0,1,8,0.0,0
2,6,2,0,0,2,0.0,0
31,16,5,1,0,9,0.0,0
51,1,6,1,0,3,0.0,0
14,23,1,0,0,3,0.0,0
93,15,0,0,0,4,0.0,0
92,16,6,1,0,11,0.0,0
100,16,5,1,0,8,0.0,0
32,0,0,0,0,6,0.0,0
72,3,0,0,0,4,0.0,0
90,11,4,0,0,8,0.0,0
72,15,1,0,0,10,0.0,0
75,1,4,0,0,4,0.0,0
81,15,0,0,0,10,0.0,0
76,10,6,1,0,7,0.0,0
11,11,0,0,0,2,0.0,0
63,13,1,0,0,6,0.0,0
71,8,4,0,1,8,0.0,0
32,12,1,0,0,7,0.0,0
26,2,1,0,0,8,0.0,0
33,8,2,0,1,9,0.0,0
34,0,0,0,0,2,0.0,0
38,3,2,0,0,12,0.0,0
3,22,1,0,0,8,0.0,0
30,14,0,0,0,8,0.0,0
48,13,1,0,0,6,0.0,0
63,15,0,0,0,3,0.0,0
98,5,6,1,0,1,0.0,0
74,2,2,0,0,4,0.0,0
84,6,1,0,0,8,0.0,0
83,0,6,1,0,5,0.0,0
101,15,3,0,0,6,0.0,0
59,10,3,0,0,12,0.0,0
88,21,4,0,0,3,0.0,0
60,22,2,0,0,9,0.0,0
46,21,0,0,0,5,0.0,0
25,5,4,0,0,5,0.0,0
83,18,3,0,1,7,0.0,0
74,15,3,0,0,2,0.0,0
95,13,3,0,0,4,0.0,0
81,21,4,0,0,10,0.0,0
18,18,2,0,1,4,0.0,0
17,21,3,0,0,5,0.0,0
91,0,2,0,0,12,0.0,0
60,1,6,1,0,7,0.0,0
81,21,5,1,0,4,0.0,0
83,17,1,0,1,11,0.0,0
92,4,2,0,0,7,0.0,0
89,23,5,1,0,9,0.0,0
97,16,1,0,0,4,0.0,0
64,22,4,0,0,5,0.0,0
95,2,4,0,0,9,0.0,0
83,11,0,0,0,7,6.39,1
